,Name Romaji,Name Native,Name English,Synonyms,Volume Count,Start Date,Start Year,Popularity,Favorites,Source,Genre_One,Genre_Two,Genre_Three,Tag_One,Tag_Two,Tag_Three,Rating Rank,Popularity Rank,Has Anime,Anime Release Date,Name Word Count,Link,Average Rating,Adaptation,Status_Cancelled,Status_Finished,Status_Hiatus,Status_Not Yet Released,Status_Releasing
129,Sairin Yuusha no Fukushuutan: Yuusha Yamete Moto Maou to Kumimasu,再臨勇者の復讐譚 ～勇者やめて元魔王と組みます～,Sairin Yuusha no Fukushuutan: Yuusha Yamete Moto Maou to Kumimasu,Sairin Yuusha no Fukushuutan: Yuusha Yamete Moto Maou to Kumimasu,5.0,"Jun 30, 2016",2016.0,234.0,6.0,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,10.0,https://anilist.co/manga/97390/Sairin-Yuusha-no-Fukushuutan-Yuusha-Yamete-Moto-Maou-to-Kumimasu/,65.9375,0.0,0,1,0,0,0
130,Kanojo ga Flag wo Oraretara,彼女がフラグをおられたら,Kanojo ga Flag wo Oraretara,"If Her Flag Breaks
がをられ
Gaworare",16.0,"Dec 2, 2011",2011.0,233.0,4.0,1,4,6,9,No Tag,No Tag,No Tag,0,0,True,2014.0,5.0,https://anilist.co/manga/75970/Kanojo-ga-Flag-wo-Oraretara/,68.57142857142857,1.0,0,1,0,0,0
131,Tsuki Tsuki!,つきツキ!,Tsuki Tsuki!,Tsuki Tsuki!,12.0,"Nov 20, 2010",2010.0,232.0,3.0,1,4,11,6,No Tag,No Tag,No Tag,0,0,False,2014.0,2.0,https://anilist.co/manga/56690/Tsuki-Tsuki/,70.5,0.0,0,1,0,0,0
132,Sarazanmai,さらざんまい,Sarazanmai,Sarazanmai,2.0,"Apr 16, 2019",2019.0,231.0,5.0,12,1,7,0,No Tag,No Tag,No Tag,0,0,True,2019.0,1.0,https://anilist.co/manga/109546/Sarazanmai/,82.14285714285714,1.0,0,1,0,0,0
133,Akuryou Series,悪霊シリーズ,Akuryou Series,"Ghost hunt
Akurei",8.0,"Jul, 1989",1989.0,231.0,3.0,1,5,12,0,Shoujo,Ghost,Gods,0,0,True,2006.0,2.0,https://anilist.co/manga/44269/Akuryou-Series/,77.41935483870968,1.0,0,1,0,0,0
134,Isekai ni Saku wa Yuri no Hana,異世界に咲くは百合の花,A Lily Blooms in Another World,Isekai ni Saku wa Yuri no Hana,1.0,"Feb 24, 2020",2020.0,231.0,5.0,1,0,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,7.0,https://anilist.co/manga/121358/Isekai-ni-Saku-wa-Yuri-no-Hana/,70.45454545454545,0.0,0,1,0,0,0
135,Gekijouban NARUTO: Dai Katsugeki! Yuki Hime Shinobu Houjou Dattebayo!!,劇場版 NARUTO 大活劇！ 雪姫忍法帖だってばよ!!,Gekijouban NARUTO: Dai Katsugeki! Yuki Hime Shinobu Houjou Dattebayo!!,NARUTO the Movie: Ninja Clash in the Land of Snow,1.0,"Aug 23, 2004",2004.0,231.0,9.0,12,3,2,0,No Tag,No Tag,No Tag,#15 Most Popular 2004,0,True,2004.0,9.0,https://anilist.co/manga/120999/Gekijouban-NARUTO-Dai-Katsugeki-Yuki-Hime-Shinobu-Houjou-Dattebayo/,69.54545454545455,1.0,0,1,0,0,0
136,Sankaku no Kyori wa Kagirinai Zero,三角の距離は限りないゼロ,Sankaku no Kyori wa Kagirinai Zero,Sankaku no Kyori wa Kagirinai Zero,8.0,"May 10, 2018",2018.0,231.0,2.0,1,1,6,15,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/109806/Sankaku-no-Kyori-wa-Kagirinai-Zero/,71.66666666666667,0.0,0,1,0,0,0
137,Koukyoushihen Eureka Seven,交響詩篇エウレカセブン,Eureka Seven Novel,"Eureka 7 Novel
Eureka Seven Psalms of Planets Novel
Koukyoushi Hen: Eureka Seven Novel",4.0,"Oct 29, 2005",2005.0,231.0,4.0,12,2,1,18,No Tag,No Tag,No Tag,#12 Most Popular 2005,0,True,2005.0,3.0,https://anilist.co/manga/53550/Koukyoushihen-Eureka-Seven/,75.25,1.0,0,1,0,0,0
138,Sugar Apple Fairy Tale: Ginzatoushi to Kuro no Yousei,シュガーアップル・フェアリーテイル 銀砂糖師と黒の妖精,Sugar Apple Fairy Tale: Ginzatoushi to Kuro no Yousei,ชูการ์แอปเปิ้ล แฟรี่เทล,1.0,"Apr 1, 2010",2010.0,232.0,5.0,1,2,7,6,No Tag,No Tag,No Tag,0,0,True,2023.0,9.0,https://anilist.co/manga/75966/Sugar-Apple-Fairy-Tale-Ginzatoushi-to-Kuro-no-Yousei/,75.66666666666667,1.0,0,1,0,0,0
139,"Isekai Izakaya ""Nobu""",異世界居酒屋「のぶ」,"Isekai Izakaya ""Nobu""","Isekai Izakaya ""Nobu""",3.288627450980392,"Sep 10, 2014",2014.0,229.0,3.0,1,0,0,0,No Tag,No Tag,No Tag,0,0,True,2018.0,3.0,https://anilist.co/manga/98975/Isekai-Izakaya-Nobu/,70.0,1.0,0,0,0,0,1
140,Hazure Skill [Mapping] wo Te ni Shita Shonen wa Saikyou Party to Dungeon ni Idomu,外れスキル【地図化】を手にした少年は最強パーティーとダンジョンに挑む,Mapping: The Trash-Tier Skill That Got Me Into a Top-Tier Party,Hazure Skill [Mapping] wo Te ni Shita Shonen wa Saikyou Party to Dungeon ni Idomu,8.0,"May 25, 2018",2018.0,229.0,8.0,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,15.0,https://anilist.co/manga/121694/Hazure-Skill-Mapping-wo-Te-ni-Shita-Shonen-wa-Saikyou-Party-to-Dungeon-ni-Idomu/,71.45454545454545,0.0,0,1,0,0,0
141,Takarakuji de 40-oku Atattanda kedo Isekai ni Ijuusuru,宝くじで40億当たったんだけど異世界に移住する,Takarakuji de 40-oku Atattanda kedo Isekai ni Ijuusuru,"Takarakuji de 40-oku Atattandakedo Isekai ni Ijuu Suru
I Won 4 Billion in a Lottery But I Went to Another World",3.288627450980392,"Jul 30, 2014",2014.0,229.0,9.0,1,3,4,1,Agriculture,Male Protagonist,War,0,0,False,2014.0,8.0,https://anilist.co/manga/92554/Takarakuji-de-40oku-Atattanda-kedo-Isekai-ni-Ijuusuru/,73.4375,0.0,0,0,0,0,1
142,Garbage Brave: Isekai ni Shoukan Sare Suterareta Yuusha no Fukushuu Monogatari,ガベージブレイブ 【異世界に召喚され捨てられた勇者の復讐物語】,Garbage Brave: Isekai ni Shoukan Sare Suterareta Yuusha no Fukushuu Monogatari,Garbage Brave【Revenge story of the hero who was been thrown away after summoned to another world】,4.0,"Sep 15, 2018",2018.0,228.0,9.0,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,11.0,https://anilist.co/manga/118316/Garbage-Brave-Isekai-ni-Shoukan-Sare-Suterareta-Yuusha-no-Fukushuu-Monogatari/,67.0,0.0,0,1,0,0,0
143,Kingdom Hearts II,キングダム ハーツII,Kingdom Hearts II: The Novel,"Roxas-Seven days
The Destruction of Hollow Bastion
Tears of Nobody
Anthem-Meet Again/Axel Last Stand",4.0,"Apr 22, 2006",2006.0,227.0,4.0,4,3,1,7,No Tag,No Tag,No Tag,#18 Most Popular 2006,0,False,2014.0,3.0,https://anilist.co/manga/95253/Kingdom-Hearts-II/,77.25,0.0,0,1,0,0,0
144,ONE PIECE novel Mugiwara Stories,ONE PIECE novel 麦わらストーリーズ,ONE PIECE novel Mugiwara Stories,ONE PIECE novel Straw Hat Stories,1.0,"Jul 7, 2017",2017.0,227.0,7.0,2,3,2,4,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/128291/ONE-PIECE-novel-Mugiwara-Stories/,75.17241379310344,0.0,0,1,0,0,0
145,Tengen Toppa Gurren Lagann,天元突破グレンラガン,Tengen Toppa Gurren Lagann,Tengen Toppa Gurren Lagann,4.0,"Aug 17, 2007",2007.0,227.0,7.0,12,3,2,4,No Tag,No Tag,No Tag,#25 Most Popular 2007,0,True,2007.0,4.0,https://anilist.co/manga/96819/Tengen-Toppa-Gurren-Lagann/,78.64864864864865,1.0,0,1,0,0,0
146,Goshujin-sama to Yuku Isekai Survival!,ご主人様とゆく異世界サバイバル！,Survival in Another World with My Mistress!,"Different world survival to go with the master
Craft Game no Nouryoku de Isekai Kouryaku!!",3.288627450980392,"May 30, 2019",2019.0,226.0,9.0,1,3,2,4,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/124758/Goshujinsama-to-Yuku-Isekai-Survival/,74.0,0.0,0,0,0,0,1
147,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,転生貴族の異世界冒険録　～自重を知らない神々の使徒～,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,Chronicles of an Aristocrat Reborn in Another World,3.288627450980392,"Jul 28, 2017",2017.0,225.0,16.0,1,3,7,6,No Tag,No Tag,No Tag,0,0,False,2014.0,11.0,https://anilist.co/manga/106944/Tensei-Kizoku-no-Isekai-Boukenroku-Jichou-wo-Shiranai-Kamigami-no-Shito/,77.6470588235294,0.0,0,0,0,0,1
148,Maruma Series,まるマ シリーズ,Maruma Series,"Kyou Kara Maou!
Kyo Kara Maoh!
Ab sofort Dämonenkönig
God (?) Save Our King! From Today
Kyou Kara Ma no Tsuku Jiyuugyou",22.0,"Nov 30, 2000",2000.0,225.0,6.0,1,4,7,15,No Tag,No Tag,No Tag,#4 Most Popular 2000,0,True,2004.0,2.0,https://anilist.co/manga/35489/Maruma-Series/,79.14285714285714,1.0,0,1,0,0,0
149,"Moto Saikyou no Kenshi wa, Isekai Mahou ni Akogareru",元最強の剣士は、異世界魔法に憧れる,I Surrendered My Sword for a New Life as a Mage,"Moto Saikyou no Kenshi wa, Isekai Mahou ni Akogareru",3.288627450980392,"Sep 30, 2017",2017.0,224.0,6.0,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,9.0,https://anilist.co/manga/101736/Moto-Saikyou-no-Kenshi-wa-Isekai-Mahou-ni-Akogareru/,63.333333333333336,0.0,0,0,0,0,1
150,Imouto no Tomodachi no Bijin Yankee JK: Sekenshi Suru Sugite Sewa wo Yaiteitara Horeraremashita,妹の友達の美人ヤンキーＪＫ　世間知らず過ぎて世話を焼いていたら惚れられました,Imouto no Tomodachi no Bijin Yankee JK: Sekenshi Suru Sugite Sewa wo Yaiteitara Horeraremashita,"I was taking care of my sister's friend, a cute high school girl, and then we liked each other.",1.0,"Jul 16, 2021",2021.0,224.0,8.0,6,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,14.0,https://anilist.co/manga/136958/Imouto-no-Tomodachi-no-Bijin-Yankee-JK-Sekenshi-Suru-Sugite-Sewa-wo-Yaiteitara-Horeraremashita/,75.15151515151516,0.0,0,1,0,0,0
151,Summer Wars,サマーウォーズ,Summer Wars,Summer Wars,1.0,"Jul 25, 2009",2009.0,224.0,2.0,12,4,6,9,No Tag,No Tag,No Tag,#28 Most Popular 2009,0,True,2009.0,2.0,https://anilist.co/manga/63357/Summer-Wars/,72.4390243902439,1.0,0,1,0,0,0
152,Inu to Hasami wa Tsukaiyou,犬とハサミは使いよう,Inu to Hasami wa Tsukaiyou,ยัยกรรไกรใจร้ายกับนายหมาดวงซวย,10.0,"Feb 28, 2011",2011.0,224.0,20.754139072847682,1,4,5,12,No Tag,No Tag,No Tag,0,0,True,2013.0,5.0,https://anilist.co/manga/77669/Inu-to-Hasami-wa-Tsukaiyou/,73.33333333333333,1.0,0,1,0,0,0
153,Albert-ke no Reijou wa Botsuraku wo Goshomou desu,アルバート家の令嬢は没落をご所望です,Albert-ke no Reijou wa Botsuraku wo Goshomou desu,Albert-ke no Reijou wa Botsuraku wo Goshomou desu,8.0,"Apr 1, 2015",2015.0,224.0,3.0,1,4,7,6,No Tag,No Tag,No Tag,0,0,False,2014.0,8.0,https://anilist.co/manga/105432/Albertke-no-Reijou-wa-Botsuraku-wo-Goshomou-desu/,69.6875,0.0,0,1,0,0,0
154,Jimi na Kensei Soredemo Saikyou desu,地味な剣聖はそれでも最強です,The World's Least Interesting Master Swordsman,Jimi na Kensei Sore Demo Saikyou desu,3.288627450980392,"May 25, 2018",2018.0,224.0,5.0,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/104756/Jimi-na-Kensei-Soredemo-Saikyou-desu/,68.91891891891892,0.0,0,0,0,0,1
155,Mobile Suit Gundam Unicorn,機動戦士ガンダムUC,Mobile Suit Gundam Unicorn,"Gundam UC
きどうせんしガンダムユニコーン
โมบิลสูทกันดั้ม ยูนิคอร์น",11.0,"Dec 26, 2006",2006.0,223.0,5.0,1,1,18,9,No Tag,No Tag,No Tag,#19 Most Popular 2006,0,True,2010.0,4.0,https://anilist.co/manga/35177/Mobile-Suit-Gundam-Unicorn/,68.88888888888889,1.0,0,1,0,0,0
156,Kimi no Wasurekata wo Oshiete,キミの忘れかたを教えて,Kimi no Wasurekata wo Oshiete,"I'm Still Thinking About You
Kimi no Wasurekata o Oshiete",3.288627450980392,"Sep 1, 2018",2018.0,223.0,3.0,1,1,15,0,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/113496/Kimi-no-Wasurekata-wo-Oshiete/,79.0,0.0,0,0,0,0,1
157,Kajiya de Hajimeru Isekai Slow Life,鍛冶屋ではじめる異世界スローライフ,My Quiet Blacksmith Life in Another World,Different World Slow Life Begun at the Smith,3.288627450980392,"Dec 10, 2019",2019.0,223.0,8.0,1,3,4,7,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/127010/Kajiya-de-Hajimeru-Isekai-Slow-Life/,74.04761904761905,0.0,0,0,0,0,1
158,Hakata Tonkotsu Ramens,博多豚骨ラーメンズ,Hakata Tonkotsu Ramens,"Hakata Pork Bones Ramens
Hakata Pig Bone Ramens",3.288627450980392,"Feb 25, 2014",2014.0,223.0,10.0,1,3,5,0,No Tag,No Tag,No Tag,0,0,True,2018.0,3.0,https://anilist.co/manga/101287/Hakata-Tonkotsu-Ramens/,82.63157894736842,1.0,0,0,0,0,1
159,Tomodachi no Onee-san to Inkya ga Koi wo Suru to Dou Naru no ka?,友達のお姉さんと陰キャが恋をするとどうなるのか？,Tomodachi no Onee-san to Inkya ga Koi wo Suru to Dou Naru no ka?,"What Happens If A Friend’s Older Sister Falls In Love With A Gloomy Person?
tomodachi no o nēsan to inkya ga koi o suru to dō naru no ka?",3.288627450980392,"Jun 25, 2021",2021.0,222.0,5.0,1,6,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,14.0,https://anilist.co/manga/137327/Tomodachi-no-Oneesan-to-Inkya-ga-Koi-wo-Suru-to-Dou-Naru-no-ka/,75.0,0.0,0,0,0,0,1
160,"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",父は英雄、母は精霊、娘の私は転生者。,"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.","My Father is a Hero, my Mother is a Spirit and the Daughter (Me) is a Reincarnator.
Dad Is a Hero, Mom Is a Spirit, I'm a Reincarnator",9.0,"Mar 10, 2018",2018.0,221.0,5.0,1,7,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,11.0,https://anilist.co/manga/107979/Chichi-wa-Eiyuu-Haha-wa-Seirei-Musume-no-Watashi-wa-Tenseisha/,76.0,0.0,0,1,0,0,0
161,"Shinjiteita Nakamatachi ni Dungeon Ouchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakamatachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ!』します!,"Shinjiteita Nakamatachi ni Dungeon Ouchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakamatachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",My Gift LVL 9999 Unlimited Gacha,3.288627450980392,"May 19, 2021",2021.0,221.0,14.0,1,3,2,7,Revenge,Male Protagonist,Female Protagonist,0,0,False,2014.0,30.0,https://anilist.co/manga/137514/Shinjiteita-Nakamatachi-ni-Dungeon-Ouchi-de-Korosarekaketa-ga-Gift-Mugen-Gacha-de-Level-9999-no-Nakamatachi-wo-Te-ni-Irete-Moto-Party-Member-to-Sekai-ni-Fukushuu--Zamaa-Shimasu/,79.21052631578948,0.0,0,0,0,0,1
162,Koutetsujou no Kabaneri: Akatsuki,小説 甲鉄城のカバネリ 暁,Koutetsujou no Kabaneri: Akatsuki,Koutetsujou no Kabaneri: Akatsuki,1.0,"Jun 10, 2016",2016.0,221.0,5.0,12,3,1,7,No Tag,No Tag,No Tag,0,0,True,2016.0,4.0,https://anilist.co/manga/97247/Koutetsujou-no-Kabaneri-Akatsuki/,68.82352941176471,1.0,0,1,0,0,0
163,Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,自称悪役令嬢な婚約者の観察記録。,Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,"Observation Record of a Self-proclaimed Villainess’ Fiance
บันทึกสังเกตการณ์คู่หมั้นผู้ประกาศตัวเป็นนางร้าย",2.0,"May 1, 2017",2017.0,220.0,12.0,1,4,7,6,No Tag,No Tag,No Tag,#30 Highest Rated 2017,0,False,2014.0,8.0,https://anilist.co/manga/104752/Jishou-Akuyaku-Reijou-na-Konyakusha-no-Kansatsu-Kiroku/,80.86206896551724,0.0,0,1,0,0,0
164,Kingdom Hearts 3D: Dream Drop Distance,小説 キングダム ハーツ 3D ドリーム ドロップ ディスタンス,Kingdom Hearts 3D: Dream Drop Distance The Novel,Kingdom Hearts 3D: Dream Drop Distance,2.0,"Jun 28, 2012",2012.0,220.0,5.0,4,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/92883/Kingdom-Hearts-3D-Dream-Drop-Distance/,77.91666666666667,0.0,0,1,0,0,0
165,Sasami-san@Ganbaranai,ささみさん@がんばらない,Sasami-san@Ganbaranai,"Sasami-san at Ganbaranai
คุณซาซามิ ไม่พยายามหน่อยเหรอ",3.288627450980392,"Dec 23, 2009",2009.0,220.0,20.754139072847682,1,4,6,12,No Tag,No Tag,No Tag,#29 Most Popular 2009,0,True,2013.0,1.0,https://anilist.co/manga/69349/SasamisanGanbaranai/,76.47058823529412,1.0,0,0,0,0,1
166,Final Fantasy VII: On the Way to a Smile,ファイナルファンタジーVII ~オン・ザ・ウェイ・トゥ・ア・スマイル~,Final Fantasy VII: On the Way to a Smile,Final Fantasy VII: On the Way to a Smile,1.0,"Apr 16, 2009",2009.0,219.0,5.0,4,1,7,0,No Tag,No Tag,No Tag,#23 Highest Rated 2009,#30 Most Popular 2009,True,2009.0,9.0,https://anilist.co/manga/77585/Final-Fantasy-VII-On-the-Way-to-a-Smile/,76.25,1.0,0,1,0,0,0
167,Shuumatsu Nani Shitemasu ka? Iden: Lillia Aspley,終末なにしてますか? 異伝 リーリァ・アスプレイ,Shuumatsu Nani Shitemasu ka? Iden: Lillia Aspley,"Shuumatsu Nani Shitemasuka? Braves
SukaSuka
What do you do at the end of the world? Braves",3.288627450980392,"Jun 1, 2019",2019.0,219.0,3.0,1,1,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,7.0,https://anilist.co/manga/110508/Shuumatsu-Nani-Shitemasu-ka-Iden-Lillia-Aspley/,76.0,0.0,0,0,0,0,1
168,Hatsune Miku no Shoushitsu,初音ミクの消失,The Disappearance of Hatsune Miku,การหายตัวไปของฮัตสึเนะ มิคุ,1.0,"Jul 20, 2012",2012.0,219.0,5.0,1,1,9,0,No Tag,No Tag,No Tag,0,0,False,2014.0,4.0,https://anilist.co/manga/101832/Hatsune-Miku-no-Shoushitsu/,66.30434782608695,0.0,0,1,0,0,0
169,Rettou Hito no Maken Tsukai Sukiruboudo o Kushi Shite Saikyou ni Itaru,劣等人の魔剣使い スキルボードを駆使して最強に至る,Rettou Hito no Maken Tsukai Sukiruboudo o Kushi Shite Saikyou ni Itaru,The Reincarnated Inferior Magic Swordsman,3.288627450980392,"Jun 30, 2020",2020.0,219.0,10.0,1,3,2,1,No Tag,No Tag,No Tag,0,0,False,2014.0,12.0,https://anilist.co/manga/123091/Rettou-Hito-no-Maken-Tsukai-Sukiruboudo-o-Kushi-Shite-Saikyou-ni-Itaru/,70.29411764705883,0.0,0,0,0,0,1
170,FAIRY TAIL: Ouedo Fairy Tail,FAIRY TAIL 大江戸フェアリーテイル,FAIRY TAIL: Ouedo Fairy Tail,FAIRY TAIL: Ouedo Fairy Tail,1.0,"Oct 2, 2015",2015.0,219.0,10.0,2,3,2,4,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/141138/FAIRY-TAIL-Ouedo-Fairy-Tail/,78.33333333333333,0.0,0,1,0,0,0
171,Ishuzoku Reviewers: Marionette Crisis,異種族レビュアーズ まりおねっと・くらいしす,Interspecies Reviewers: Marionette Crisis,Ishuzoku Reviewers: Marionette Crisis,1.0,"Jan 9, 2020",2020.0,219.0,14.0,1,4,11,7,No Tag,No Tag,No Tag,0,0,False,2014.0,4.0,https://anilist.co/manga/131614/Ishuzoku-Reviewers-Marionette-Crisis/,81.5625,0.0,0,1,0,0,0
172,Daraku no Ou,堕落の王,Daraku no Ou,"Sloth Devil
The Lazy King",2.0,"Dec 26, 2015",2015.0,218.0,8.0,1,3,4,7,Demons,Ensemble Cast,Gods,0,0,False,2014.0,3.0,https://anilist.co/manga/96450/Daraku-no-Ou/,77.35849056603773,0.0,0,1,0,0,0
173,"Tensei Shitara Dai Nana Ouji Dattanode, Kimamani Majutsu wo Kiwamemasu",転生したら第七王子だったので、気ままに魔術を極めます,"Tensei Shitara Dai Nana Ouji Dattanode, Kimamani Majutsu wo Kiwamemasu",I was reincarnated as the 7th Prince so I will perfect my magic as I please,3.288627450980392,"Jul 2, 2020",2020.0,218.0,8.0,1,2,7,15,No Tag,No Tag,No Tag,0,0,False,2014.0,10.0,https://anilist.co/manga/123265/Tensei-Shitara-Dai-Nana-Ouji-Dattanode-Kimamani-Majutsu-wo-Kiwamemasu/,76.0,0.0,0,0,0,0,1
174,The Breaker,ザ・ブレイカー,The Breaker,The Breaker,3.0,"May 10, 2014",2014.0,217.0,1.0,1,5,10,0,No Tag,No Tag,No Tag,0,0,False,2014.0,2.0,https://anilist.co/manga/91629/The-Breaker/,69.23076923076923,0.0,0,1,0,0,0
175,Durarara!! Gaiden!?,デュラララ!! 外伝!?,Durarara!! Gaiden!?,Durarara!! Gaiden!?,1.0,"Aug 9, 2014",2014.0,217.0,2.0,1,3,1,6,No Tag,No Tag,No Tag,0,0,True,2015.0,2.0,https://anilist.co/manga/85836/Durarara-Gaiden/,72.6923076923077,1.0,0,1,0,0,0
176,Satou Kashi no Dangan wa Uchinukenai,砂糖菓子の弾丸は撃ちぬけない,Satou Kashi no Dangan wa Uchinukenai,"Satougashi no Dangan wa Uchinukenai
A Lollipop or a Bullet
Sugar Candy Bullets Can’t Pierce Anything",1.0,"Nov 1, 2004",2004.0,216.0,4.0,1,1,5,10,Yuri,Bullying,Crime,#16 Most Popular 2004,0,False,2014.0,6.0,https://anilist.co/manga/50577/Satou-Kashi-no-Dangan-wa-Uchinukenai/,78.51851851851852,0.0,0,1,0,0,0
177,Houkago no Seijo-san ga Toutoi Dake janai Koto wo Ore wa Shitte Iru,放課後の聖女さんが尊いだけじゃないことを俺は知っている,Houkago no Seijo-san ga Toutoi Dake janai Koto wo Ore wa Shitte Iru,"I Know That After School, The Saint is More Than Just Noble",3.288627450980392,"May 20, 2021",2021.0,216.0,5.0,1,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,13.0,https://anilist.co/manga/134410/Houkago-no-Seijosan-ga-Toutoi-Dake-janai-Koto-wo-Ore-wa-Shitte-Iru/,78.57142857142857,0.0,0,0,0,0,1
178,"Uchinukareta Senjou wa, Soko de Kieteiro: Dangan Mahou to Ghost Program",撃ち抜かれた戦場は、そこで消えていろ　‐弾丸魔法とゴースト・プログラム‐,May These Leaden Battlegrounds Leave No Trace: Bullet Magic and Ghost Programs,"Uchinukareta Senjou wa, Soko de Kieteiro: Dangan Mahou to Ghost Program",3.288627450980392,"Jan 19, 2019",2019.0,215.0,1.0,1,7,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,11.0,https://anilist.co/manga/110440/Uchinukareta-Senjou-wa-Soko-de-Kieteiro-Dangan-Mahou-to-Ghost-Program/,72.27272727272727,0.0,0,0,0,0,1
179,Shingan no Yuusha,神眼の勇者,Shingan no Yuusha,Hero of God Eye,3.288627450980392,"Feb 27, 2015",2015.0,215.0,1.0,1,3,2,7,Isekai,Female Harem,Seinen,0,0,False,2014.0,3.0,https://anilist.co/manga/100213/Shingan-no-Yuusha/,65.71428571428571,0.0,0,0,0,0,1
180,Saikyou Juzoku Tensei: Cheat Majutsushi no Slow Life,最強呪族転生 ~チート魔術師のスローライフ~,Saikyou Juzoku Tensei: Cheat Majutsushi no Slow Life,"Strongest Curse Clan Reincarnation
Reincarnation of Sherman",3.288627450980392,"Jul 15, 2016",2016.0,215.0,3.0,1,7,0,0,Reincarnation,Female Harem,Isekai,0,0,False,2014.0,8.0,https://anilist.co/manga/97397/Saikyou-Juzoku-Tensei-Cheat-Majutsushi-no-Slow-Life/,61.142857142857146,0.0,0,0,0,0,1
181,"Class no Gal ga, Nazeka Ore no Gimai to Nakayoku Natta. ""Kyou mo Kimi no Ie, Itte Ii?""",クラスのギャルが、なぜか俺の義妹と仲良くなった。 「今日もキミの家、行っていい？」,"Class no Gal ga, Nazeka Ore no Gimai to Nakayoku Natta. ""Kyou mo Kimi no Ie, Itte Ii?""","For some reason, a gal in my class became friends with my step-sister. “Can I go to your house today?”
ギャルなぜ
Gyaru Naze
Gal Naze",3.288627450980392,"Aug 20, 2021",2021.0,215.0,5.0,1,4,6,15,No Tag,No Tag,No Tag,0,0,False,2014.0,18.0,https://anilist.co/manga/139762/Class-no-Gal-ga-Nazeka-Ore-no-Gimai-to-Nakayoku-Natta-Kyou-mo-Kimi-no-Ie-Itte-Ii/,75.33333333333333,0.0,0,0,0,0,1
182,Kiraware Maou ga Botsuraku Reijou to Koi ni Ochite Nani ga Warui!,嫌われ魔王が没落令嬢と恋に落ちて何が悪い！,Why Shouldn’t a Detestable Demon Lord Fall in Love?!,Kiraware Maou ga Botsuraku Reijou to Koi ni Ochite Nani ga Warui!,4.0,"Aug 31, 2018",2018.0,214.0,9.0,1,7,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,12.0,https://anilist.co/manga/112256/Kiraware-Maou-ga-Botsuraku-Reijou-to-Koi-ni-Ochite-Nani-ga-Warui/,71.05263157894737,0.0,0,1,0,0,0
183,Isekai de Skill wo Kaitai shitara Cheat na Yome ga Zoushoku Shimashita: Gainen Kousa no Structure,異世界でスキルを解体したらチートな嫁が増殖しました 概念交差のストラクチャー,Isekai de Skill wo Kaitai shitara Cheat na Yome ga Zoushoku Shimashita: Gainen Kousa no Structure,"Being Able to Edit Skills in Another World
I Gained OP Waifus",3.288627450980392,"Oct 8, 2016",2016.0,214.0,3.0,1,3,2,4,No Tag,No Tag,No Tag,0,0,False,2014.0,16.0,https://anilist.co/manga/101305/Isekai-de-Skill-wo-Kaitai-shitara-Cheat-na-Yome-ga-Zoushoku-Shimashita-Gainen-Kousa-no-Structure/,65.55555555555556,0.0,0,0,0,0,1
